title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,url,categoryName,categories/5,categories/6,categories/7,categories/8,categories/9,imageUrl
Kebin Coffee & Eatery,4.7,1450.0,"Jl. KH. R. Abdullah Bin Nuh Kp. pilar 2, RT.01/RW.01",Kota Bogor,Jawa Barat,ID,https://www.instagram.com/kebincoffee/,+62 851-7534-1688,Kafe,,,,,https://www.google.com/maps/search/?api=1&query=Kebin%20Coffee%20%26%20Eatery&query_place_id=ChIJWyszM9jFaS4Ra3uWF5PCTJ0,Kafe,,,,,,
Sewa Rental Mobil Hiace - Mois Holiday - Trans Wisata,5.0,94.0,"Jalan Raya Dermaga KM.7 No.39, RT.03/RW.04",Kota Bogor,Jawa Barat,ID,http://www.moistranswisata.biz.id/,,Biro Perjalanan dan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Sewa%20Rental%20Mobil%20Hiace%20-%20Mois%20Holiday%20-%20Trans%20Wisata&query_place_id=ChIJkxPU6sPEaS4RTNU82V4QjCs,Biro Perjalanan dan Wisata,,,,,,
Teras Leuweung Awi,4.5,545.0,"Jl. Setapak No.6, RT.01/RW.04",Kota Bogor,Jawa Barat,ID,https://www.instagram.com/terasleuweungawi?igsh=bnlmdDA4aDRkb2dz,+62 899-2220-928,Kafe,Restoran Prasmanan,Kedai Kopi,Restoran,,https://www.google.com/maps/search/?api=1&query=Teras%20Leuweung%20Awi&query_place_id=ChIJhZrlJQDDaS4RMJxOicMnb58,Kafe,,,,,,
Starbucks Coffee,4.6,2227.0,"Jl. KH. R. Abdullah Bin Nuh No.35, RT.02/RW.03",Kota Bogor,Jawa Barat,ID,http://www.starbucks.co.id/,+62 251 8352119,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee&query_place_id=ChIJTVPnzmLEaS4RRw3lrV9mOJc,Kedai Kopi,,,,,,
De'Jati Coffee Garden,4.5,1013.0,"Jl. Sholeh Iskandar No.25, RT.01/RW.04",Kota Bogor,Jawa Barat,ID,https://instagram.com/dejati.coffee?igshid=YmMyMTA2M2Y=,+62 852-8066-0807,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=De'Jati%20Coffee%20Garden&query_place_id=ChIJj2E9xYjFaS4RrO6WzsQoFHs,Kedai Kopi,,,,,,
Bogor Kuliner,5.0,3.0,"Bogor Great Mall, Jl. KH. R. Abdullah Bin Nuh Lt. Dasar, RT.05/RW.04",Kota Bogor,Jawa Barat,ID,,+62 816-4846-551,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Bogor%20Kuliner&query_place_id=ChIJD1D2GVTFaS4Rs1LZQJQA8mg,Restoran,,,,,,
Pemancingan sahabat,4.0,4.0,"puskesmas, Jln cimanggu, Gg. Pasama bawah, RT.02/RW.12",Kota Bogor,Jawa Barat,ID,,+62 852-1974-9887,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pemancingan%20sahabat&query_place_id=ChIJN5AHluHFaS4RgYrY6YwF1lA,Tujuan Wisata,,,,,,
Museum Balai Kirti,4.7,1055.0,"Jl. Ir. H. Juanda No.1, RT.04/RW.01",Kota Bogor,Jawa Barat,ID,,+62 251 7561701,Tujuan Wisata,Museum,,,,https://www.google.com/maps/search/?api=1&query=Museum%20Balai%20Kirti&query_place_id=ChIJkxn058fFaS4R8WTW3uR4qbk,Tujuan Wisata,,,,,,
Museum Nasional Sejarah Alam Indonesia,4.6,1344.0,"Pusat Penelitian Biologi – LIPI, Jl. Ir. H. Juanda No.22 - 24, RT.02/RW.08",Kota Bogor,Jawa Barat,ID,,+62 856-1790-513,Tujuan Wisata,Museum,,,,https://www.google.com/maps/search/?api=1&query=Museum%20Nasional%20Sejarah%20Alam%20Indonesia&query_place_id=ChIJ-_H97MfFaS4RkMHGqwswIT0,Tujuan Wisata,,,,,,
Devoyage Bogor,4.1,15556.0,"Jl. Bogor Nirwana Residence Jl. Indigo Raya, RT.05/RW.12",Kota Bogor,Jawa Barat,ID,https://www.instagram.com/devoyagebogor/,+62 878-2019-3911,Tujuan Wisata,Taman,,,,https://www.google.com/maps/search/?api=1&query=Devoyage%20Bogor&query_place_id=ChIJ-7wYfl3PaS4RCGtWG3s34tY,Tujuan Wisata,,,,,,
Kedai Surabi Duren,4.6,269.0,"CQVG+7GF, RT.05/RW.04",Kota Bogor,Jawa Barat,ID,,,Restoran,Kafe,,,,https://www.google.com/maps/search/?api=1&query=Kedai%20Surabi%20Duren&query_place_id=ChIJhxRpqnzEaS4RtDPK-_d9_CY,Restoran,,,,,,
Wr/rm kopi & lesehan bang paul puncak habibi,4.6,2138.0,"puncak habibi, Jl. Raya Cisolok",Kabupaten Sukabumi,Jawa Barat,ID,https://youtube.com/@emanhabibi7414?si=xFgnMshmCZYfdEqg,+62 812-8497-6126,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Wr%2Frm%20kopi%20%26%20lesehan%20bang%20paul%20puncak%20habibi&query_place_id=ChIJcfc_ZsSEQi4RjYtuDEdNQ2k,Tujuan Wisata,,,,,,
Pantai Pelabuhan Ratu – Wisata Pantai Sukabumi,4.6,4359.0,Kecamatan,Kota Palabuhanratu,Jawa Barat,ID,,,Tujuan Wisata,Taman,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Pelabuhan%20Ratu%20%E2%80%93%20Wisata%20Pantai%20Sukabumi&query_place_id=ChIJJZjCv_MnaC4Ri9x_js5zpDA,Tujuan Wisata,,,,,,
Puncak Habibie wr/lesehan PUSPA,4.7,252.0,"2CR5+RG3, Jl. Raya Cisolok",Kabupaten Sukabumi,Jawa Barat,ID,,+62 812-8497-6126,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Puncak%20Habibie%20wr%2Flesehan%20PUSPA&query_place_id=ChIJR1XvicWFQi4RUzEFpXs-7yk,Tujuan Wisata,,,,,,
Wisata Alam Pantai Sukawayana,4.4,330.0,Jl. Raya Cisolok - Pelabuhanratu No.16,Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Wisata%20Alam%20Pantai%20Sukawayana&query_place_id=ChIJQ4A1huqDQi4Rk4nvBKkkJHo,Tujuan Wisata,,,,,,
Pantai Palangpang Geopark Ciletuh Sukabumi,4.5,1902.0,,Kabupaten Sukabumi,Jawa Barat,ID,,+62 856-9392-2468,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Palangpang%20Geopark%20Ciletuh%20Sukabumi&query_place_id=ChIJTViBXu2hQi4RvDtTd4U0QFU,Tujuan Wisata,,,,,,
Geopark Ciletuh,4.6,8071.0,Jl. Cimarinjung,Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,Taman Nasional,Cagar Alam,,,https://www.google.com/maps/search/?api=1&query=Geopark%20Ciletuh&query_place_id=ChIJb0KSxnShQi4Rn24mSRJ2OrY,Tujuan Wisata,,,,,,
Pantai Pasir Putih (P. Kunti),4.6,125.0,RC6J+XPF,Kabupaten Sukabumi,Jawa Barat,ID,,+62 815-4507-2113,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Pasir%20Putih%20(P.%20Kunti)&query_place_id=ChIJS0kkwySjQi4ROGaFE5BJ-Ps,Tujuan Wisata,,,,,,
Be-Explorer Tour & Travel,,,"Geopark Ciletuh, Jl. Ciemas_palang Pang Jl. Cimarinjung",Kabupaten Sukabumi,Jawa Barat,ID,https://canva.link/9efh5wic64xw93a,+62 812-1138-7534,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Be-Explorer%20Tour%20%26%20Travel&query_place_id=ChIJ_3c7906hQi4RAX33PUsJljw,Tujuan Wisata,,,,,,
Taman Bumi Ciletuh Palabuhanratu,4.5,2034.0,"南海, Jl. Cimarinjung",Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Taman%20Bumi%20Ciletuh%20Palabuhanratu&query_place_id=ChIJwxeexnShQi4RGDSKED1zHvU,Tujuan Wisata,,,,,,
Pantai Cempaka Ratu,4.7,82.0,Jl. Raya Karang Papak No.6,Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Cempaka%20Ratu&query_place_id=ChIJ00gE-ySDQi4RVqOlAtEMEFs,Tujuan Wisata,,,,,,
Pantai Karang Sari,4.4,268.0,,Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Karang%20Sari&query_place_id=ChIJFXIetfYnaC4R3UNcCFpjw_I,Tujuan Wisata,,,,,,
Desa Wisata Hanjeli ᮓᮦᮞ ᮝᮤᮞᮒ ᮠᮔ᮪ᮏᮨᮜᮤ,4.7,104.0,Jl. Pamoyan,Kabupaten Sukabumi,Jawa Barat,ID,https://visithanjeli.com/,+62 857-2218-2480,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Desa%20Wisata%20Hanjeli%20%E1%AE%93%E1%AE%A6%E1%AE%9E%20%E1%AE%9D%E1%AE%A4%E1%AE%9E%E1%AE%92%20%E1%AE%A0%E1%AE%94%E1%AE%AA%E1%AE%8F%E1%AE%A8%E1%AE%9C%E1%AE%A4&query_place_id=ChIJj47zYEYfaC4RhI76uSBnSBQ,Tujuan Wisata,,,,,,
Curug Sodong,4.6,5093.0,Komplek Geopark Ciletuh,Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Curug%20Sodong&query_place_id=ChIJxeA58_qgQi4RLYcNYapmMyU,Tujuan Wisata,,,,,,
Pantai Pelabuhan Ratu,4.7,1050.0,Jl. Raya Citepus,Kabupaten Sukabumi,Jawa Barat,ID,,+62 812-9351-3117,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Pelabuhan%20Ratu&query_place_id=ChIJf4Mb11CdQi4RXQj_b7OmYMA,Tujuan Wisata,,,,,,
Pantai Loji Pelabuhan Ratu,4.3,298.0,WGXV+MQJ,Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Loji%20Pelabuhan%20Ratu&query_place_id=ChIJYW-HnO0naC4RD7IQVNzOsV8,Tujuan Wisata,,,,,,
Hanjeli Abah Asep,4.4,74.0,Cekdam,Kabupaten Sukabumi,Jawa Barat,ID,http://www.hanjeliabahasep.wordpress.com/,+62 857-2218-2480,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Hanjeli%20Abah%20Asep&query_place_id=ChIJm4k0NOmgQi4R_LjzxbT-cfA,Tujuan Wisata,,,,,,
Curug Gentong,4.3,99.0,"RJ78+GJQ, cibalok waluran",Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Curug%20Gentong&query_place_id=ChIJIzwhjsUeaC4RLc7aw8VMTJQ,Tujuan Wisata,,,,,,
Pantai Cikembang,4.4,503.0,"2CM7+FQ9, Pasir Baru, Pelabuhan Ratu",Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Cikembang&query_place_id=ChIJ78athMmEQi4Ro6APZGuFebY,Tujuan Wisata,,,,,,
Curug Semar,4.8,38.0,"WG9J+6GX, Jl. Geopark Pelabuhan Ratu",Kabupaten Sukabumi,Jawa Barat,ID,,+62 816-1724-2482,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Curug%20Semar&query_place_id=ChIJAzWOxLOfQi4RoVju_REGtks,Tujuan Wisata,,,,,,
Pantai Goa Sodong,4.6,81.0,VFWP+C98,Kabupaten Sukabumi,Jawa Barat,ID,,+62 896-7353-3187,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Goa%20Sodong&query_place_id=ChIJo6g0ulSfQi4RYIuvutnNmw4,Tujuan Wisata,,,,,,
Pantai Loji Pelabuhan Ratu,4.7,341.0,WGFF+7R9,Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Loji%20Pelabuhan%20Ratu&query_place_id=ChIJWxeUYCOeQi4RkGAjOHalgfY,Tujuan Wisata,,,,,,
Bukit Paralayang Ciletuh,4.7,202.0,,Kabupaten Sukabumi,Jawa Barat,ID,https://linktr.ee/riskyfigo,+62 822-1364-2818,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Bukit%20Paralayang%20Ciletuh&query_place_id=ChIJjwj-kB6hQi4RKAHAZ8jALdI,Tujuan Wisata,,,,,,
Vila Braga Pantai Cikembang,4.9,17.0,"Cikembang Beach, Jalan Pantai Cikembang, Pasir Baru RT. 01/06",Kabupaten Sukabumi,Jawa Barat,ID,,+62 877-8437-8222,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Vila%20Braga%20Pantai%20Cikembang&query_place_id=ChIJNTbOYW2FQi4RO6eKaYmPYZE,Tujuan Wisata,,,,,,
Gunung Tumpeng,4.5,128.0,,Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Gunung%20Tumpeng&query_place_id=ChIJNQIbsquhQi4RA801sl8ifsc,Tujuan Wisata,,,,,,
Tanjakan Dini,4.9,215.0,"VFPJ+6QP, Jl. Geopark Pelabuhan Ratu",Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Tanjakan%20Dini&query_place_id=ChIJeVDiBmGfQi4RaAWnJDTmVVU,Tujuan Wisata,,,,,,
Bukit Durian Sagara Sukamaju – Wisata Alam,4.4,996.0,Sukamaju Pelabuhan Ratu,Kabupaten Sukabumi,Jawa Barat,ID,https://instagram.com/bukitsagara?igshid=YmMyMTA2M2Y=,+62 877-6580-0944,Tujuan Wisata,Kedai Kopi,,,,https://www.google.com/maps/search/?api=1&query=Bukit%20Durian%20Sagara%20Sukamaju%20%E2%80%93%20Wisata%20Alam&query_place_id=ChIJH-K4HpyDQi4RURnKcvt8baU,Tujuan Wisata,,,,,,
Pondok Astika,4.4,3524.0,Jl. Raya Cisolok - Pelabuhanratu No.16,Kabupaten Sukabumi,Jawa Barat,ID,,+62 813-8137-6192,Tujuan Wisata,Hotel,,,,https://www.google.com/maps/search/?api=1&query=Pondok%20Astika&query_place_id=ChIJIcmxx0ydQi4RneV32FFWKSQ,Tujuan Wisata,,,,,,
Curug Cimarinjung,4.6,2885.0,Jl. Cimarinjung No.2,Kabupaten Sukabumi,Jawa Barat,ID,,+62 857-0177-3588,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Curug%20Cimarinjung&query_place_id=ChIJQQa7-a-hQi4RxO0nFaL0htg,Tujuan Wisata,,,,,,
Bukit Sunset Hill VIlla Resto n Cafe,4.4,881.0,"Cisantri, Sangrawayang, Jalan Geopark Ciletuh",Kabupaten Sukabumi,Jawa Barat,ID,https://bukitsunsethillgeoparkciletuh.com/,+62 812-1114-2700,Tujuan Wisata,Restoran Asia,Vila,,,https://www.google.com/maps/search/?api=1&query=Bukit%20Sunset%20Hill%20VIlla%20Resto%20n%20Cafe&query_place_id=ChIJj-h6Q3WfQi4RLHYJ-8-iAIk,Tujuan Wisata,,,,,,
Curug Cikanteh,4.7,1167.0,RG72+XMH,Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Curug%20Cikanteh&query_place_id=ChIJTSg3VPCgQi4RstAGVHb97S4,Tujuan Wisata,,,,,,
Gardu Pandang Puncak Gebang,4.6,1378.0,"VFMH+4G2, Jalan Pantai Cilegok",Kabupaten Sukabumi,Jawa Barat,ID,,+62 816-1140-300,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Gardu%20Pandang%20Puncak%20Gebang&query_place_id=ChIJnya8_XKfQi4R-8XUdr8Iqmg,Tujuan Wisata,,,,,,
Puncak Aher,4.7,65.0,,Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Puncak%20Aher&query_place_id=ChIJg6_7nWShQi4RqilKLXqETcQ,Tujuan Wisata,,,,,,
Tempat liat sunset Sukabumi,5.0,2.0,"RFMC+4MW, Jl. Cingaleng Dua",Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Tempat%20liat%20sunset%20Sukabumi&query_place_id=ChIJeeF6SwChQi4RW1BIODz8M1Y,Tujuan Wisata,,,,,,
Curug Larangan,4.8,455.0,VGQ3+6JJ,Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Curug%20Larangan&query_place_id=ChIJjSSSyb2fQi4RGa64eajhFNE,Tujuan Wisata,,,,,,
Vihara Nam Hai Kwan Se Im Pu Sa,4.6,1774.0,WGHH+JWV,Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,Vihara,,,,https://www.google.com/maps/search/?api=1&query=Vihara%20Nam%20Hai%20Kwan%20Se%20Im%20Pu%20Sa&query_place_id=ChIJ8zErrRieQi4RMlWW8V4n_a8,Tujuan Wisata,,,,,,
Curug Ciateul,4.5,20.0,RF9X+5M2,Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Curug%20Ciateul&query_place_id=ChIJm8RbAfqgQi4RJO0DVcIMGZ0,Tujuan Wisata,,,,,,
Puncak Buluh - Jampang Sukabumi,4.3,372.0,"RM24+VJ6, Jl. Lengkong Cijaksa",Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,Area Rekreasi Alam,,,,https://www.google.com/maps/search/?api=1&query=Puncak%20Buluh%20-%20Jampang%20Sukabumi&query_place_id=ChIJUR2mZF4ZaC4RA0iEjxyPRzo,Tujuan Wisata,,,,,,
Wisata geopark ciletuh,5.0,4.0,"RFC9+JQF, Jl. Cimarinjung",Kabupaten Sukabumi,Jawa Barat,ID,,+62 857-8115-5092,Agen Wisata Paus,,,,,https://www.google.com/maps/search/?api=1&query=Wisata%20geopark%20ciletuh&query_place_id=ChIJX7YdNmChQi4RoY5MeHL_CXM,Agen Wisata Paus,,,,,,
Tempat Pelelangan Ikan Cibangban TPI,4.0,86.0,2CRH+M3R,Kabupaten Sukabumi,Jawa Barat,ID,,,Tujuan Wisata,Pasar ikan,,,,https://www.google.com/maps/search/?api=1&query=Tempat%20Pelelangan%20Ikan%20Cibangban%20TPI&query_place_id=ChIJ0ZAeL5iFQi4RVY9NadPUW4g,Tujuan Wisata,,,,,,
Goa Karang Pamulang,4.7,51.0,"2G9P+MJ7, Jl. Raya Citepus",Kabupaten Sukabumi,Jawa Barat,ID,,,Taman,,,,,https://www.google.com/maps/search/?api=1&query=Goa%20Karang%20Pamulang&query_place_id=ChIJF9GiV4knaC4Rnw_OVhTLI0Y,Taman,,,,,,
Villa Geopark Ciletuh Sukabumi,4.5,136.0,"Jl.palangpang, RT.01/RW.09",Kabupaten Sukabumi,Jawa Barat,ID,https://villa-geopark-ciletuh.blogspot.com/,+62 856-5944-3656,Hotel,Vila,,,,https://www.google.com/maps/search/?api=1&query=Villa%20Geopark%20Ciletuh%20Sukabumi&query_place_id=ChIJzfSwWb-hQi4R8B8k6PqxQXY,Hotel,,,,,,
Puncak Darma Geopark,4.7,1320.0,,Kabupaten Sukabumi,Jawa Barat,ID,,,Taman,,,,,https://www.google.com/maps/search/?api=1&query=Puncak%20Darma%20Geopark&query_place_id=ChIJdZjjydGhQi4RBiQYe2IVk1E,Taman,,,,,,
Puncak Aher,4.9,79.0,"RFHJ+58X, Jl. Cimarinjung",Kabupaten Sukabumi,Jawa Barat,ID,,+62 852-1025-1551,Taman,,,,,https://www.google.com/maps/search/?api=1&query=Puncak%20Aher&query_place_id=ChIJIVLIKSShQi4RKcAPtDG-VdA,Taman,,,,,,
Homestay abreho tomboy,4.6,157.0,,Kabupaten Sukabumi,Jawa Barat,ID,,+62 813-8292-8347,Biro Perjalanan dan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Homestay%20abreho%20tomboy&query_place_id=ChIJ53ciBCadQi4RfItpdg81na8,Biro Perjalanan dan Wisata,,,,,,
Villa Familly pantai citepus pelabuhanratu,4.0,120.0,pantai,Kabupaten Sukabumi,Jawa Barat,ID,"http://ryanasia88.blogspot.com/%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Ayo,%20segera%20cek%20Villa%20Familly%20Pantai%20Citepus%20Pelabuhanratu%20yang%20saya%20temukan%20di%20Traveloka!%20https://www.traveloka.com/hotel/indonesia/villa-familly-pantai-citepus-pelabuhanratu-9000000631434?spec=23-09-2023.24-09-2023.1.1.HOTEL.9000000631434.Villa%20Familly%20Pantai%20Citepus%20Pelabuhanratu.1&contexts=%7B%22sourceHotelDetail%22%3A%22SHARE_BUTTON%22%7D",+62 856-0328-8819,Vila,Paviliun Pantai,Guest house,Rumah berlibur,Rumah wisata,https://www.google.com/maps/search/?api=1&query=Villa%20Familly%20pantai%20citepus%20pelabuhanratu&query_place_id=ChIJj9EzpAKdQi4RTae8mQjiMC8,Vila,Hotel Resor,Agen Persewaan Rumah Peristirahatan,,,,
Ciletuh Suite Homestay & Guest House,4.7,37.0,"Jl. Cimarinjung No.RT 01, RT.01/RW.09",Kabupaten Sukabumi,Jawa Barat,ID,,+62 813-5659-2121,Rumah wisata,Guest house,Rumah berlibur,Penginapan,Restoran,https://www.google.com/maps/search/?api=1&query=Ciletuh%20Suite%20Homestay%20%26%20Guest%20House&query_place_id=ChIJf9kkNUmhQi4R8WXNCNoBCTM,Rumah wisata,Vila,,,,,
Rumah Kopi Sagara,4.6,189.0,"Jl. Siliwangi Palabuhanratu No.36, RT.02/RW.16",Kabupaten Sukabumi,Jawa Barat,ID,http://www.instagram.com/sagarakopi,+62 813-8832-4623,Kedai Kopi,,,,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kopi%20Sagara&query_place_id=ChIJ1zL_05InaC4RvkzGq89Nr4o,Kedai Kopi,,,,,,
Muse Cafe,3.6,31.0,"Jl. Raya Citepus Tengah No.km. 2, RT.01/RW.13",Kabupaten Sukabumi,Jawa Barat,ID,,+62 858-9112-4711,Kafe,,,,,https://www.google.com/maps/search/?api=1&query=Muse%20Cafe&query_place_id=ChIJOyLpB2adQi4R_K5daqVxLTI,Kafe,,,,,,
Villa Panorama Ciletuh,4.8,57.0,Jl. Palangpang,Kabupaten Sukabumi,Jawa Barat,ID,,+62 857-9365-0058,Hotel Resor,,,,,https://www.google.com/maps/search/?api=1&query=Villa%20Panorama%20Ciletuh&query_place_id=ChIJ5SaNoDqhQi4Rr24mzhBNR1k,Hotel Resor,,,,,,
VILLA THE NUGROS,5.0,3716.0,Jl. Raya Cisolok,Kabupaten Sukabumi,Jawa Barat,ID,http://www.villathenugrospelabuhanratu.com/,+62 857-9800-0150,Hotel,Vila,,,,https://www.google.com/maps/search/?api=1&query=VILLA%20THE%20NUGROS&query_place_id=ChIJ5_2GCYyDQi4RDo5YRb-a2Oo,Hotel,,,,,,
Taman Kota Bekasi,4.5,1834.0,"Jl. Veteran No.46, RT.006/RW.006",Kota Bekasi,Jawa Barat,ID,,,Tujuan Wisata,Taman,,,,https://www.google.com/maps/search/?api=1&query=Taman%20Kota%20Bekasi&query_place_id=ChIJhxat2yWMaS4RK-AvhhIMiog,Tujuan Wisata,,,,,,
Kelenteng Hok Lay Kiong,4.7,929.0,"Jl. Kenari I No.1, RT.006/RW.001",Kota Bekasi,Jawa Barat,ID,,,Tujuan Wisata,Kuil Penganut Agama Tao,,,,https://www.google.com/maps/search/?api=1&query=Kelenteng%20Hok%20Lay%20Kiong&query_place_id=ChIJ_37uhyiMaS4RcDXJFPGT_Cg,Tujuan Wisata,,,,,,
Taman Hijau Pekayon,4.4,1711.0,"PXVF+HF5, Jl. Nuri, RT.003/RW.008",Kota Bekasi,Jawa Barat,ID,,,Tujuan Wisata,Taman,,,,https://www.google.com/maps/search/?api=1&query=Taman%20Hijau%20Pekayon&query_place_id=ChIJYf1DULKNaS4RasAxfbQgwDc,Tujuan Wisata,,,,,,
Taman Mahoni,4.7,115.0,"Jl. Cendrawasih 1 No.8, RT.003/RW.009",Kota Bekasi,Jawa Barat,ID,,,Taman Kota,,,,,https://www.google.com/maps/search/?api=1&query=Taman%20Mahoni&query_place_id=ChIJfVYjzNiNaS4Rfy2O2RyLUTA,Taman Kota,,,,,,
PT.Queen Star Tour Event Organizer,4.8,13.0,"Jl. Laskar Dalam Gg. Damai, RT.002/03/RW.no.27",Kota Bekasi,Jawa Barat,ID,https://www.queenstartour.com/,+62 896-3373-8460,Biro Perjalanan dan Wisata,Event Organizer (EO),,,,https://www.google.com/maps/search/?api=1&query=PT.Queen%20Star%20Tour%20Event%20Organizer&query_place_id=ChIJ4QCK8AiNaS4RHNq1M7rqJbA,Biro Perjalanan dan Wisata,,,,,,
Widarin Vacation by PT Wisatapreneur Daring Indonesia,4.9,2441.0,"Ruko Rose Garden 2, Blok RRG 2/90, Grand Galaxy City RT.002, RT.008/RW.017",Kota Bekasi,Jawa Barat,ID,http://widarin.vacations/,+62 21 82720244,Biro Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Widarin%20Vacation%20by%20PT%20Wisatapreneur%20Daring%20Indonesia&query_place_id=ChIJ-9cRoOOJaS4REPqBBfHIluE,Biro Wisata,,,,,,
Trans Snow World Bekasi,4.4,7022.0,"Jl. Cut Mutia No.180, RT.003/RW.011",Kota Bekasi,Jawa Barat,ID,https://www.transentertainment.com/transsnow/bekasi,+62 21 82692727,Wahana Bermain Salju Dalam Ruangan,,,,,https://www.google.com/maps/search/?api=1&query=Trans%20Snow%20World%20Bekasi&query_place_id=ChIJCTL3q8KPaS4RHktBlGbbFIw,Wahana Bermain Salju Dalam Ruangan,,,,,,
Galaxy Tirtamas Club,4.3,4886.0,"Jl. Boulevard Raya No.1, RT.004/RW.019",Kota Bekasi,Jawa Barat,ID,,+62 21 82415372,Tujuan Wisata,Kolam Renang,Taman Rekreasi Air,,,https://www.google.com/maps/search/?api=1&query=Galaxy%20Tirtamas%20Club&query_place_id=ChIJb0ciRbCOaS4Rp70LQDefMDU,Tujuan Wisata,,,,,,
Koma Junkyard,4.4,3803.0,"Jl. Bambu Runcing No.20, RT.004/RW.007",Kota Bekasi,Jawa Barat,ID,http://www.komajunkyard.com/,+62 878-8805-6782,Tempat Minum Bir Luar Ruangan,Bar,Kafe,Pujasera,Panggung Musik,https://www.google.com/maps/search/?api=1&query=Koma%20Junkyard&query_place_id=ChIJsV5CgSCMaS4RkN5J8zRxVhk,Tempat Minum Bir Luar Ruangan,Restoran,,,,,
Mattea Social Space - Bekasi,4.8,2228.0,"Jl. Raya Pekayon No.10, RT.004/RW.001",Kota Bekasi,Jawa Barat,ID,,+62 812-1392-6434,Bistro,Restoran,,,,https://www.google.com/maps/search/?api=1&query=Mattea%20Social%20Space%20-%20Bekasi&query_place_id=ChIJOU_blmmNaS4RE56jQshQ9Js,Bistro,,,,,,
